textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Text,Actual_Score,GPT 3.5 Score
6ea6d1ac5e,seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yum =]... lol,seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yu,positive,night,31-45,Bahamas,393244.0,10010.0,39.0,seen loads new photos stuff new moon cant wait lol ( l ) taylor lautner lol takes shirt 3 times yum = ] ... lol,5,4.0
f0a9308338,Totally just skid all over the road.,Totally just skid all over the road.,neutral,night,70-100,Sierra Leone,7976983.0,72180.0,111.0,totally skid road .,3,1.0
a717aca8f5,"An hour of walking in hot weather = a satisfied but hurting Nellie.  Ow, blisters.","a satisfied but hurting Nellie.  Ow, blisters.",neutral,morning,46-60,Jamaica,2961167.0,10830.0,273.0,"hour walking hot weather = satisfied hurting nellie . ow , blisters .",3,2.0
45d99f1c41,good morning/midday nation!  FORMULA ONE IN ONE HOUR!,good morning/m,positive,noon,60-70,Seychelles,98347.0,460.0,214.0,good morning/midday nation ! formula one one hour !,4,4.0
852733366," they can be a drag,,but for the most part they come in HANDY  hee hee","they can be a drag,,but for the most part they come in HANDY  hee hee",neutral,night,70-100,Zimbabwe,14862924.0,386850.0,38.0,"drag , ,but part come handy hee hee",3,2.0
5c994deec4,Photo: I like da cooolooorss and the composition is great  scribkin: http://tumblr.com/xyb1qw8cb,I like da cooolooorss and the composition is great,positive,night,70-100,Italy,60461826.0,294140.0,206.0,photo : like da cooolooorss composition great scribkin : http : //tumblr.com/xyb1qw8cb,4,4.0
0be8e9f2fd,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,neutral,noon,60-70,Samoa,198414.0,2830.0,70.0,seems really quiet tonight ... jealous clearly exciting life bed think ...,3,2.0
62bb51eb64, Your sweetie is very lucky too!  #liberty,,positive,night,70-100,Uganda,45741007.0,199810.0,229.0,sweetie lucky ! # liberty,4,3.0
2a69a25949,Don`t Chase Me - Shea Fisher download it,,neutral,morning,0-20,Sweden,10099265.0,410340.0,25.0,` chase - shea fisher download,3,1.0
,,,,,,,,,,,5,3.0
8f14bb2715,So I get up early and I feel good about the day. I walk to work and I`m feeling alright. But guess what... I don`t work today.,I feel good ab,positive,morning,0-20,Georgia,3989167.0,69490.0,57.0,get early feel good day . walk work ` feeling alright . guess ... ` work today .,5,4.0
29148dc95c, oh i love sunday mornings like this - mum just made scrambled eggs on toast,,positive,morning,0-20,Sweden,10099265.0,410340.0,25.0,oh love sunday mornings like - mum made scrambled eggs toast,5,5.0
ee5929172b," I love old school horror movies more, I got Elvira tattooed on my back","I love old school horror movies more,",positive,noon,60-70,Saudi Arabia,34813871.0,2149690.0,16.0,"love old school horror movies , got elvira tattooed back",5,5.0
f92d6bb63e,Almost 2 more hours then i`m out of work. Time couldn`t go by any slower.,Almost 2 more hours then i`m out of work. Time couldn`t go by any slower.,neutral,night,70-100,Syria,17500658.0,183630.0,95.0,almost 2 hours ` work . time ` go slower .,3,2.0
14361c7dc0, you should add your blog to CMF Ads,you should add your blog to CMF Ads,neutral,morning,0-20,Papua New Guinea,8947024.0,452860.0,20.0,add blog cmf ads,3,2.0
786cd7166a,_Logos nope my computer right now is in need of a power supply so im useing an old office machine,_Logos nope my computer right now is in need of a power supply so im useing an old office machine,neutral,morning,0-20,Palau,18094.0,460.0,39.0,_logos nope computer right need power supply im useing old office machine,3,2.0
a52e221821, oh cool you are coming to berlin    ! ! !,oh cool,positive,noon,60-70,Azerbaijan,10139177.0,82658.0,123.0,oh cool coming berlin ! ! !,4,4.0
6d43a06459, Umm don`t ya mean ship,,neutral,night,70-100,Russia,145934462.0,16376870.0,9.0,umm ` ya mean ship,3,3.0
1e4cb0b523, er yea am i doubly awesome now?,am i doubly awesome,positive,morning,0-20,Nauru,10824.0,20.0,541.0,er yea doubly awesome ?,4,3.0
c71feec37e, is making everything fabulous tonight,fabulous,positive,morning,46-60,Sri Lanka,21413249.0,62710.0,341.0,making everything fabulous tonight,4,5.0
e85d70f2bd,Exhausted. Thank goodness my race is almost here! All this training is ruining my social life,Exhausted. Thank goodness,neutral,morning,46-60,Yemen,29825964.0,527970.0,56.0,exhausted . thank goodness race almost ! training ruining social life,3,2.0
7d06bb40bd,"it`s raining here  i`m stuck inside working today so i`d probably be peed off if it was sunny outside, i`m now ok with the rain",i`d probably be peed off,negative,night,70-100,Pakistan,220892340.0,770880.0,287.0,"` raining ` stuck inside working today ` probably peed sunny outside , ` ok rain",1,2.0
a1c7e9bd8e, One`s gone to my husband who`s going alone  Other I might just leave at box office under a random name for anyone...,One`s gone to my husband who`s going alone  Other I might just leave at box office under a random name for anyone...,neutral,morning,46-60,Sweden,10099265.0,410340.0,25.0,one ` gone husband ` going alone might leave box office random name anyone ...,3,1.0
7c2724ae24, thanks. but it IS seriuosly my back up plan,thanks. but it IS seriuosly my back up plan,neutral,noon,21-30,Holy See,801.0,0.0,2003.0,thanks . seriuosly back plan,3,3.0
05f62a5b6b,Bought it.  Now I have to wait 2-3 weeks.   Boo.,Bought it.  Now I have to wait 2-3 weeks.   Bo,neutral,night,31-45,Portugal,10196709.0,91590.0,111.0,bought . wait 2-3 weeks . boo .,3,1.0
59958ba890," I know it`s in HD, but Comcast doesn`t have it.","I know it`s in HD, but Comcast doesn`t have it.",neutral,morning,46-60,New Zealand,4822233.0,263310.0,18.0,"know ` hd , comcast ` .",3,2.0
88cf6842d3, I would notice...,I would notice...,neutral,morning,46-60,Timor-Leste,1318445.0,14870.0,89.0,would notice ...,3,3.0
fdbb522e18,Lack of plans for tonight  Anyone going out?,Lack of plans for tonight  Anyone going out?,neutral,night,70-100,Cabo Verde,555987.0,4030.0,138.0,lack plans tonight anyone going ?,3,2.0
b1dbed61d8,even if it is spf 55. Besides you don`t need ****. You are just putting more chemicals on you face. Spf 30 is a full block.,even if it is spf 55. Besides you don`t need ****. You are just putting more chemicals on you face. Spf 30 is a full block.,neutral,morning,46-60,Ireland,4937786.0,68890.0,72.0,even spf 55. besides ` need * * * * . putting chemicals face . spf 30 full block .,3,1.0
0935d6c80d,I do not feel good,do not feel good,negative,noon,21-30,Iceland,341243.0,100250.0,3.0,feel good,2,5.0
54729446f6,"Methinks it`s time to read A Doll`s House + Streetcar and get some quotes, and then PHYSICS!","Methinks it`s time to read A Doll`s House + Streetcar and get some quotes, and then PHYSICS!",neutral,night,31-45,Marshall Islands,59190.0,180.0,329.0,"methinks ` time read doll ` house + streetcar get quotes , physics !",3,2.0
04c2d720e9,Happy Mother`s Day to all of the woman and the men who made them mothers.,Happy,positive,morning,46-60,France,65273511.0,547557.0,119.0,happy mother ` day woman men made mothers .,5,4.0
670244dc63,Cinema tonight  it is half the price on Monday ;),,positive,morning,46-60,Eritrea,3546421.0,101000.0,35.0,cinema tonight half price monday ; ),5,5.0
5ef969f006," wow, that`s cool  bytheway, i love your new TV show",i love,positive,morning,46-60,Ethiopia,114963588.0,1000000.0,115.0,"wow , ` cool bytheway , love new tv show",5,5.0
619db8a90c,i got a bruise on my foot out if nowhere!  it hurts!,hurts!,negative,morning,46-60,Lithuania,2722289.0,62700.0,43.0,got bruise foot nowhere ! hurts !,1,1.0
8a1ba0dee3, yeah i know  been dealin with it for over 2 yrs now,yeah i know  been dealin with it for over 2 yrs now,neutral,morning,0-20,Brunei,437479.0,5270.0,83.0,yeah know dealin 2 yrs,3,2.0
fa18a81293,Baby was not herself after recieving vaccines,Baby was not herself after recieving vaccines,neutral,morning,0-20,South Korea,51269185.0,97230.0,527.0,baby recieving vaccines,3,4.0
,,,,,,,,,,,4,3.0
bc1fbaf4a1," Good night, Rob. Sleep well. Safe travels tomorrow!",,positive,noon,21-30,Armenia,2963243.0,28470.0,104.0,"good night , rob . sleep well . safe travels tomorrow !",4,5.0
8a533f0857, are you feeling better? sorry you`re feeling under!,sorry you`re feeling under!,negative,noon,21-30,Holy See,801.0,0.0,2003.0,feeling better ? sorry ` feeling !,2,2.0
84f8384f1e,is having awesome fruits and vegetable juice at the opening of Lam`s noodles at 8  #fb http://tinyurl.com/qnjqx2,is having awesome fruits and vegetable juice,positive,morning,46-60,Mozambique,31255435.0,786380.0,40.0,awesome fruits vegetable juice opening lam ` noodles 8 # fb http : //tinyurl.com/qnjqx2,5,4.0
0abda8c9fe,waiting to go to the movies later for my 6th month. booored.,booored.,negative,noon,60-70,Albania,2877797.0,27400.0,105.0,waiting go movies later 6th month . booored .,1,2.0
,,,,,,,,,,,4,3.0
bfc6b161de,is feeling very sick,sick,negative,morning,46-60,Mongolia,3278290.0,1553560.0,2.0,feeling sick,2,1.0
04095b70bd, sadface,,negative,night,31-45,Saint Lucia,183627.0,610.0,301.0,sadface,2,1.0
f73b619dec,Hey there! It`s a glorious morning! Monday`s animation mode: ON!,glorious,positive,night,70-100,Czechia (Czech Republic),10708981.0,77240.0,139.0,hey ! ` glorious morning ! monday ` animation mode : !,4,4.0
eb126f5500,has to do two 50 page assignments this weekend  there goes any chance of relaxation!!,goes any chance of relaxation!!,negative,night,31-45,Burkina Faso,20903273.0,273600.0,76.0,two 50 page assignments weekend goes chance relaxation ! !,2,1.0
0158b8a144," good afternoon, hope you have a great week",good,positive,noon,21-30,Belgium,11589623.0,30280.0,383.0,"good afternoon , hope great week",4,5.0
5b2d94a0ca, lmao - That would have taken me at least a week!,lmao - That would have taken me at least a week!,neutral,noon,21-30,Germany,83783942.0,348560.0,240.0,lmao - would taken least week !,3,1.0
5657eb8429,"Hey #socialmediatv  - I`m new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live > http://ustre.am/2NjV)",,positive,night,70-100,Burkina Faso,20903273.0,273600.0,76.0,"hey # socialmediatv - ` new - recorded show , viewable later ? thanks ( social media tv live > http : //ustre.am/2njv )",5,3.0
60b050c72a,i need a good idea... FAST!,,positive,noon,60-70,Moldova,4033963.0,32850.0,123.0,need good idea ... fast !,5,4.0
269a0437b3, Thank you for the rec but that doesn`t work,Thank you for the rec but that doesn`t work,neutral,noon,60-70,Iceland,341243.0,100250.0,3.0,thank rec ` work,3,3.0
4fbee0011d, I so wish I could go to your blogging bootcamp in Knoxville this coming week! I`m so close but yet so far.,I so wish I could go to your blogging bootcamp in Knoxville this coming week! I`m so close but yet so far.,neutral,night,70-100,Equatorial Guinea,1402985.0,28050.0,50.0,wish could go blogging bootcamp knoxville coming week ! ` close yet far .,3,3.0
125626a966,Done with geology!! But I`m really missing my favorite sisters! Especially because they can`t go to banquet tonight,I`m really missing my favorite sisters!,negative,morning,46-60,Malawi,19129952.0,94280.0,203.0,done geology ! ! ` really missing favorite sisters ! especially ` go banquet tonight,1,2.0
4d22ec80fd, Thanks hon!! Project Bra starts today!,Thanks,positive,morning,46-60,Brunei,437479.0,5270.0,83.0,thanks hon ! ! project bra starts today !,5,5.0
e0264b2a5f,  I miss you,,negative,noon,60-70,Iceland,341243.0,100250.0,3.0,miss,2,3.0
f9915f381d, dude... i tried the vegetarian thing and i lasted about 2 months... good luck!!! going vegan is intense!!! good move though.,good luck!!! going vegan is intense!!! good move though.,positive,noon,60-70,Venezuela,28435940.0,882050.0,32.0,dude ... tried vegetarian thing lasted 2 months ... good luck ! ! ! going vegan intense ! ! ! good move though .,4,4.0
28062f7baa,Grass fed beef burgers with sauteed mushrooms and cheddar on wheat buns along with a salad. Yum. Poor Kim still isn`t feeling well,Poor,negative,night,31-45,Burkina Faso,20903273.0,273600.0,76.0,grass fed beef burgers sauteed mushrooms cheddar wheat buns along salad . yum . poor kim still ` feeling well,2,4.0
9ec6310ecc,Sick of fighting so it looks like no more burlesque for me,Sick,negative,noon,21-30,Bangladesh,164689383.0,130170.0,1265.0,sick fighting looks like burlesque,1,2.0
b9ede08deb,"Bumper Sticker: 'If you don`t want to stand up for our troops, feel free to stand in front of them' Thank you to all in the military",Thank you,positive,night,31-45,Portugal,10196709.0,91590.0,111.0,"bumper sticker : 'if ` want stand troops , feel free stand front ' thank military",4,4.0
1471fb17c6,hi to all twit friends  happy mother`s day to all the beautiful and amazing mothers out there,happy mother`s day to all the beautiful and amazing mothers,positive,morning,0-20,Mauritania,4649658.0,1030700.0,5.0,hi twit friends happy mother ` day beautiful amazing mothers,5,5.0
fa117106ef,  so what was said??  I`m so bummed I missed it!.  *sigh* I want to go to california,,negative,morning,0-20,Lithuania,2722289.0,62700.0,43.0,said ? ? ` bummed missed ! . * sigh * want go california,1,2.0
3e56c631c0,gotta go! bye twitterland!  good night! i`ll try sleep. so that i will recover easily! still sick!  bye!,gotta go! bye twitterland!  good night! i`ll try sleep. so that i will recover easily! still sick!  bye!,neutral,night,31-45,Comoros,869601.0,1861.0,467.0,got ta go ! bye twitterland ! good night ! ` try sleep . recover easily ! still sick ! bye !,3,3.0
cb99115bf6, Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-),Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-),neutral,morning,0-20,Dominica,71986.0,750.0,96.0,ahh well spend short amounts time mum scroll back msgs ! ! ! ; - ),3,3.0
8891d08a8c, Ben and Jerry...yummmmy!!!,.yummmmy!,positive,night,70-100,Burkina Faso,20903273.0,273600.0,76.0,ben jerry ... yummmmy ! ! !,4,5.0
0a3e8646ed,_Bill2030 And good morning to you too.,good,positive,night,70-100,South Africa,59308690.0,1213090.0,49.0,_bill2030 good morning .,4,4.0
cdf726f7fc,"WOW, got killed on first wave of Horde on Gears. FAIL","WOW, got killed on first wave of Horde on Gears. FAIL",neutral,noon,21-30,Sudan,43849260.0,1765048.0,25.0,"wow , got killed first wave horde gears . fail",3,2.0
37fc54fac7, whaaaaaat? oh no! why didn`t I know you were here?,whaaaaaat? oh no! why didn`t I know you were here?,negative,morning,0-20,Nauru,10824.0,20.0,541.0,whaaaaaat ? oh ! ` know ?,2,2.0
6ffce3b32e,watching the movie 1984 for my book report  im lazy to read,watching the movie 1984 for my book report  im lazy to read,neutral,morning,46-60,Ireland,4937786.0,68890.0,72.0,watching movie 1984 book report im lazy read,3,2.0
4f9abe51eb," I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",huh?,negative,morning,46-60,Vanuatu,307145.0,12200.0,25.0,"bet cool sr , huh ? ` . ` stopped sweating since noon dad packing",1,3.0
1c05b66d4c,_LeAnn if it makes you feel better im studying on a sat night w/o blackberries,better,positive,morning,46-60,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0,_leann makes feel better im studying sat night w/o blackberries,5,4.0
,,,,,,,,,,,5,3.0
4cc4d93f27,God i`m so sleepy today I can barely focus,I can barely focus,negative,morning,0-20,Micronesia,115023.0,700.0,164.0,god ` sleepy today barely focus,2,2.0
0332fe0709, love it! Really its simple i think of a word and put twi on the front i should be more clever,love it! Really its simple i think of a word and put twi on the front i should be more clever,positive,morning,46-60,Norway,5421241.0,365000.0,15.0,love ! really simple think word put twi front clever,4,4.0
72cf945f16,"I`ve knack my iphone, I got melted chocolate into the speaker, I now can`t hear it when it rings","I`ve knack my iphone, I got melted chocolate into the speaker, I now can`t hear it when it rings",neutral,night,70-100,Brazil,212559417.0,8358140.0,25.0,"` knack iphone , got melted chocolate speaker , ` hear rings",3,2.0
7dcf8bef3a,"_47 hey, watch out you don`t post too many adverts on your twitter feed. I wouldn`t normally follow, but your blog is interesting",your blog is interesting,positive,night,70-100,Guyana,786552.0,196850.0,4.0,"_47 hey , watch ` post many adverts twitter feed . ` normally follow , blog interesting",4,3.0
