score,Text
neutral,"company reported profit 800,000 euro ( $ 1.2 mln ) sale varesvuo partners sub-group loss 400,000 euro $ 623,000 caused sale program production subsidiary oy filmiteollisuus fine ab ."
negative,"far norwegian norske skog reduced staff levels 1,000 people plans reduce production 200,000 tons 2008 , finnish-swedish stora enso cut staff 1,700 people production 500,000 tons ."
neutral,extracted filtrates high clarity dried filter cakes meet required transport moisture limits ( tmls ) ore grades .
negative,25 march 2011 - finnish electronics contract manufacturer scanfil oyj hel : scf1v said today plan merge wholly owned scanfil ems group ojala-yhtyma oy hit snag shareholders domestic rival rejected deal .
neutral,"part new strategy , finnish biohit planning incorporate diagnostics business separate limited company ."
neutral,"split , number k shares 9 540 000 number shares 26 885 540 ."
neutral,reproduction distribution prohibited .
neutral,consequence works council withdrawn petition suspend reorganisation .
neutral,"established 1987 , srv group private finnish construction concern operations finland , baltic countries russia ."
neutral,"initial estimated total value contract 250 000 euros , excluding vat ."
neutral,"would premature talk dates , volume investment procedure , `` said ."
neutral,"mr clausen , however , refused comment option nordea would consider buying citadele bank ."
neutral,nokia capcom announced resident evil degeneration released n-gage later year .
neutral,olli-pekka kallasvuo elected vice chairman board .
neutral,olli-pekka laine appointed chairman erkki pehu-lehtonen vice chairman board .
neutral,risk exposure non-life insurance moving 12-month expenses function non-life insurance excluding expenses investment management expenses services rendered non-life insurance investment portfolio allocation
neutral,"secure files online like filling tax return , making backup boring ."
neutral,"effect may remain short-lived , however ."
neutral,ipad application joins iphone app part monster 's range mobile applications job hunting .
neutral,issue came connection discussion local municipalities concerning sale water industrial facilities .
negative,number bodily injury cases quadrupled 2000-2006 .
neutral,"purchase price paid cash upon closure transaction , scheduled april 1 , 2009 ."
neutral,"size extension , 18.5 % already let , gross area 2,830 sq 30,460 sq ft ."
neutral,terms conditions stock option scheme 2008 available company 's internet pages www.sanoma.com .
neutral,"tieto 's service also used send , process receive materials related absentee voting ."
neutral,"trading code : eli1v number shares : 99,483 price-share : gratuitous transfer , elisa holds total 10,435,023 shares ."
neutral,"`` wife looking forward getting paycheck , `` quipped recently six-knot current swirled around anchored heavily sponsored jet sled ."
neutral,"`` tweeple check 's following , cautious clicking urls tinyurls . ``"
neutral,`` expensive water brand finland moment . ``
neutral,15 september 2010 - finnish electrical components maker salcomp oyj ( hel : sal1v ) announced today launch latest twist charger platform .
neutral,"total 1,800,000 stock options issued 2003 stock option scheme ."
neutral,finnish energy company fortum set new stricter target limits short-term carbon dioxide emissions heat electricity production .
negative,"finnish food workers ' union sel plans hasten collective bargaining two-day strike would begin 7 april 2010 , finland ."
neutral,finnish honkarakenne specialises building log houses planning use pine russian karelia .
neutral,"finnish konecranes trying acquire italian fantuzzi , manufacturer gantry cranes reach stackers ."
neutral,finnish publishing printing group ilkka-yhtym+ñ introduced staff smoking ban beginning 2007 company 's three newspapers .
neutral,finnish stockmann group 's mail order unit hobby hall launched trial marketing campaign russia .
neutral,"according prosecutor , share transactions carried hk ruokatalo proceeded negotiations concerning acquisition swedish meats ."
neutral,"according tiimari , consumers advised cut away rabbits bow tie contains formadehyde dispose ."
neutral,"alpina sports lebanon , new hampshire usa based distributor e.g . alpina ski shoes skis , exel ski poles , start ski waxes also peltonen cross-country skis ."
neutral,among biggest christmas sellers 35 satin bow shift dress styled outfits worn victoria beckham 75 paris hilton prom dress .
neutral,"among scandinavian companies present st. petersburg , also named swedish concern ncc , implements projects field asphalt production , road housing construction ( project swedish krona ) ."
neutral,international conference call audio webcast concerning financial result january-march 2010 begin 14.00 eet .
negative,arcelormittal chief executive officer lakshmi mittal already cut output furnaces .
neutral,"part plan , board directors decided transfer maximum 330,000 shares held company share issue payment directed aspo management oy , holding company acquired management ."
negative,"result , 12 people made redundant total 67 persons laid temporarily ."
neutral,"result , started negotiations banks provisional amendments concerning covenants credit terms ."
neutral,atria said offer would give swedish company continued ownership control slaughtering cutting operations .
neutral,"aug. 17 , 2010 ( curbed delivered newstex ) -- , latest racked , covering shopping retail sidewalks ."
neutral,bertrand sciard vice chairman board directors aldata solution since april 2007 .
neutral,bovine slaughtering cutting kuopio facility transferred kauhajoki slaughterhouse .
negative,chief executive officer olli-pekka kallasvuo 's changes tuesday mark third time nine months company reshuffled executives operations nokia loses ground apple 's iphone rim 's blackberry .
neutral,"finland-based international machinery rental company ramirent plc ( omx helsinki : rmr1v ) said friday ( 9 may ) president ceo , kari kallio , informed board intention retire year 2009 ."
neutral,"huhtamaki 's rigid plastic consumer goods operations , mainly europe , separated new reporting segment 1 january 2009 ."
negative,disappointment see plan folded .
neutral,kesko previously published stock exchange release concerning deal 7 february 2007 .
negative,"last year , upm cut production , closed mills finland slashed 700 jobs ."
neutral,less ten people face pension agreements .
negative,"( adpnews ) - dec 1 , 2009 - finnish cutlery hand tools maker fiskars oyj abp ( hel : fisas ) said today make redundant total 18 office management staff members subsidiary iittala group ltd. ."
neutral,"( adpnews ) - dec 30 , 2009 - finnish investment group neomarkka oyj ( hel : nembv ) said today furlough employee unit reka cables ltd less 90 days , starting january 2010 ."
neutral,managing director timo kohtam+ñki lemmink+ñinen infra nevertheless points continued need infrastructure construction baltic markets .
